,0,,,,,,,,x,y
,,,,,,,,,484.619,0.875727147
,,,,,,,,,485.589,0.934931933
,,,,,,,,,485.817,0.823381617
,,,,,,,,,486.663,0.281841653
,,,,,,,,,487.566,0.312843469
,,,,,,,,,487.939,0.958033569
,,,,,,,,,488.006,0.999260327
,,,,,,,,,489.285,0.473767218
,,,,,,,,,489.47,0.953455618
,,,,,,,,,489.51,0.946699041
,,,,,,,,,489.596,0.450451017
,,,,,,,,,489.714,0.45533549
,,,,,,,,,490.288,0.71429011
,,,,,,,,,490.372,0.547088396
,,,,,,,,,491.199,0.473767218
,,,,,,,,,491.419,0.569183065
,,,,,,,,,491.462,0.473767218
,,,,,,,,,491.567,0.241321866
,,,,,,,,,491.943,0.625
,,,,,,,,,492.212,0.473767218
,,,,,,,,,492.789,0.275081387
,,,,,,,,,492.819,0.74179073
,,,,,,,,,493.112,0.692378612
,,,,,,,,,493.219,0.956562096
,,,,,,,,,493.551,0.5
,,,,,,,,,493.669,0.859534993
,,,,,,,,,494.067,0.997520592
,,,,,,,,,494.605,0.729795391
,,,,,,,,,494.84,0.750062423
,,,,,,,,,495.01,0.769327427
,,,,,,,,,495.119,0.056420311
,,,,,,,,,495.135,0.402078254
,,,,,,,,,495.698,0.241321866
,,,,,,,,,496,0.579861111
,,,,,,,,,496.082,0.209492379
,,,,,,,,,496.338,0.631785371
,,,,,,,,,496.445,0.711749182
,,,,,,,,,496.625,0.640244152
,,,,,,,,,496.707,0.456553766
,,,,,,,,,497.019,0.473767218
,,,,,,,,,497.074,0.544345633
,,,,,,,,,498.097,0.440218598
,,,,,,,,,498.267,0.241321866
,,,,,,,,,498.407,0.241321866
,,,,,,,,,498.552,0.241321866
,,,,,,,,,499.155,0.612802
,,,,,,,,,499.19,0.209492379
,,,,,,,,,499.654,0.192629269
,,,,,,,,,500.115,0.858744255
,,,,,,,,,500.259,0.473767218
,,,,,,,,,500.339,0.88280957
,,,,,,,,,500.527,0.276510457
,,,,,,,,,501.444,0.974264585
,,,,,,,,,501.58,0.719453994
,,,,,,,,,502.262,0.378072582
,,,,,,,,,502.294,0.440218598
,,,,,,,,,502.305,0.751160336
,,,,,,,,,502.471,0.981087303
,,,,,,,,,502.477,0.378072582
,,,,,,,,,502.489,0.241321866
,,,,,,,,,502.538,0.801537015
,,,,,,,,,502.561,0.166997961
,,,,,,,,,502.813,0.378072582
,,,,,,,,,502.848,0.171875
,,,,,,,,,502.973,0.994874685
,,,,,,,,,503.041,0.884391915
,,,,,,,,,503.481,0.876188197
,,,,,,,,,503.533,0.378072582
,,,,,,,,,503.849,0.688200222
,,,,,,,,,504.133,0.625746425
,,,,,,,,,504.442,0.838175131
,,,,,,,,,504.6,0.786797789
,,,,,,,,,505.548,0.868421053
,,,,,,,,,505.957,0.490750145
,,,,,,,,,506.022,0.378072582
,,,,,,,,,506.9,0.914213407
,,,,,,,,,507.647,0.688200222
,,,,,,,,,507.819,0.970179331
,,,,,,,,,509.596,0.786797789
,,,,,,,,,510.288,0.819903012
,,,,,,,,,511.091,0.50744974
,,,,,,,,,511.452,0.694028239
,,,,,,,,,512.865,0.40006945
,,,,,,,,,513.559,0.378072582
,,,,,,,,,513.939,0.37572319
,,,,,,,,,514.544,0.949524095
,,,,,,,,,515.545,0.034482759
,,,,,,,,,515.878,0.920029491
,,,,,,,,,516.439,0.134947044
,,,,,,,,,516.725,0.727243384
,,,,,,,,,516.848,0.178193071
,,,,,,,,,516.897,0.262236408
,,,,,,,,,516.918,0.153758997
,,,,,,,,,516.944,0.241321866
,,,,,,,,,517.035,0.688130444
,,,,,,,,,517.057,0.676804764
,,,,,,,,,517.23,0.262125028
,,,,,,,,,517.323,0.675881174
,,,,,,,,,517.888,0.345389905
,,,,,,,,,517.902,0.960276802
,,,,,,,,,518.246,0.578848663
,,,,,,,,,518.258,0.824481576
,,,,,,,,,518.693,0.360139721
,,,,,,,,,519.027,0.088926564
,,,,,,,,,519.451,0.942830566
,,,,,,,,,519.774,0.868421053
,,,,,,,,,520.877,0.893440017
,,,,,,,,,520.966,0.959830243
,,,,,,,,,521.558,0.644897173
,,,,,,,,,522.22,0.929685891
,,,,,,,,,522.221,0.510697442
,,,,,,,,,522.475,0.322205182
,,,,,,,,,522.609,0.374821011
,,,,,,,,,522.847,0.448788767
,,,,,,,,,525.041,0.318705637
,,,,,,,,,525.119,0.473767218
,,,,,,,,,525.389,0.999278312
,,,,,,,,,526.21,0.929685891
,,,,,,,,,528.351,0.567857822
,,,,,,,,,529.24,0.749742757
,,,,,,,,,530.423,0.424146745
,,,,,,,,,531.064,0.671754923
,,,,,,,,,532.716,0.95699026
,,,,,,,,,532.761,0.998699714
,,,,,,,,,533.321,0.845373322
,,,,,,,,,533.493,0.935294439
,,,,,,,,,533.87,0.642933582
,,,,,,,,,534.542,0.461717054
,,,,,,,,,534.888,0.992032454
,,,,,,,,,535.211,0.720245923
,,,,,,,,,535.655,0.370938919
,,,,,,,,,536.112,0.545454545
,,,,,,,,,536.497,0.972453855
,,,,,,,,,536.544,0.987185184
,,,,,,,,,537.795,0.997132918
,,,,,,,,,538.472,0.986907136
,,,,,,,,,538.678,0.896320545
,,,,,,,,,538.81,0.95699026
,,,,,,,,,539.319,0.843695179
,,,,,,,,,539.712,0.41419568
,,,,,,,,,540.299,0.473767218
,,,,,,,,,541.451,0.526232782
,,,,,,,,,542.718,0.99720682
,,,,,,,,,543.13,0.986907136
,,,,,,,,,543.509,0.903681522
,,,,,,,,,543.739,0.85649277
,,,,,,,,,545.077,0.769842937
,,,,,,,,,545.408,0.349035972
,,,,,,,,,546.908,0.887492206
,,,,,,,,,547.208,0.447678459
,,,,,,,,,547.35,0.297749092
,,,,,,,,,547.578,0.515000434
,,,,,,,,,547.654,0.253195977
,,,,,,,,,547.72,0.933672041
,,,,,,,,,547.835,0.5
,,,,,,,,,548.168,0.687810676
,,,,,,,,,548.285,0.729795391
,,,,,,,,,548.336,0.847387504
,,,,,,,,,548.474,0.126106466
,,,,,,,,,548.503,0.783363981
,,,,,,,,,548.528,0.552326867
,,,,,,,,,548.682,0.682611822
,,,,,,,,,549.156,0.926470588
,,,,,,,,,550.399,0.029907216
,,,,,,,,,551.168,0.781553308
,,,,,,,,,551.634,0.714617459
,,,,,,,,,551.735,0.843695179
,,,,,,,,,551.745,0.868034923
,,,,,,,,,551.893,0.998046871
,,,,,,,,,552.119,0.704918033
,,,,,,,,,552.179,0.756573472
,,,,,,,,,552.427,0.473767218
,,,,,,,,,552.609,0.270189513
,,,,,,,,,552.66,0.473767218
,,,,,,,,,553.524,0.5
,,,,,,,,,553.745,0.750062423
,,,,,,,,,553.765,0.75
,,,,,,,,,554.107,0.610108957
,,,,,,,,,554.22,0.830028653
,,,,,,,,,554.308,0.08637327
,,,,,,,,,554.61,0.297749092
,,,,,,,,,555.505,0.985616589
,,,,,,,,,555.921,0.704918033
,,,,,,,,,557.354,0.832175201
,,,,,,,,,558.394,0.41419568
,,,,,,,,,558.878,0.750062423
,,,,,,,,,559.268,0.75
,,,,,,,,,560.365,0.98886134
,,,,,,,,,562.706,0.651817391
,,,,,,,,,563.006,0.138142466
,,,,,,,,,563.065,0.605049534
,,,,,,,,,563.185,0.991355231
,,,,,,,,,564.482,0.263901482
,,,,,,,,,565.43,0.753204236
,,,,,,,,,566.65,0.473767218
,,,,,,,,,566.864,0.582629674
,,,,,,,,,567.347,0.831001226
,,,,,,,,,568.394,0.888612763
,,,,,,,,,570.179,0.805806401
,,,,,,,,,571.132,0.790710412
,,,,,,,,,571.652,0.565072551
,,,,,,,,,571.713,0.135846855
,,,,,,,,,571.9,0.479302875
,,,,,,,,,572.477,0.554876757
,,,,,,,,,573.375,0.333333333
,,,,,,,,,576.253,0.473767218
,,,,,,,,,577.554,0.999615229
,,,,,,,,,579.712,0.969477037
,,,,,,,,,580.137,0.975376601
,,,,,,,,,580.372,0.750062423
,,,,,,,,,580.479,0.473767218
,,,,,,,,,580.503,0.473767218
,,,,,,,,,580.779,0.473767218
,,,,,,,,,581.024,0.473767218
,,,,,,,,,581.237,0.524921044
,,,,,,,,,581.551,0.473767218
,,,,,,,,,582.193,0.473767218
,,,,,,,,,582.4,0.473767218
,,,,,,,,,582.539,0.473767218
,,,,,,,,,583.057,0.473767218
,,,,,,,,,583.21,0.473767218
,,,,,,,,,583.236,0.473767218
,,,,,,,,,583.312,0.5
,,,,,,,,,583.33,0.473767218
,,,,,,,,,583.434,0.473767218
,,,,,,,,,583.537,0.923025426
,,,,,,,,,583.615,0.509391777
,,,,,,,,,583.717,0.473767218
,,,,,,,,,583.78,0.473767218
,,,,,,,,,583.824,0.162074485
,,,,,,,,,584.205,0.473767218
,,,,,,,,,584.318,0.473767218
,,,,,,,,,584.37,0.473767218
,,,,,,,,,584.445,0.526232782
,,,,,,,,,584.471,0.473767218
,,,,,,,,,584.491,0.473767218
,,,,,,,,,584.502,0.473767218
,,,,,,,,,584.555,0.473767218
,,,,,,,,,584.569,0.473767218
,,,,,,,,,584.602,0.625
,,,,,,,,,584.755,0.473767218
,,,,,,,,,584.934,0.473767218
,,,,,,,,,584.96,0.473767218
,,,,,,,,,585.025,0.473767218
,,,,,,,,,585.041,0.473767218
,,,,,,,,,585.047,0.473767218
,,,,,,,,,585.119,0.473767218
,,,,,,,,,585.241,0.473767218
,,,,,,,,,585.305,0.729795391
,,,,,,,,,585.371,0.473767218
,,,,,,,,,585.382,0.473767218
,,,,,,,,,585.539,0.473767218
,,,,,,,,,585.704,0.473767218
,,,,,,,,,585.779,0.473767218
,,,,,,,,,585.827,0.473767218
,,,,,,,,,585.859,0.473767218
,,,,,,,,,585.937,0.473767218
,,,,,,,,,585.939,0.473767218
,,,,,,,,,585.945,0.473767218
,,,,,,,,,585.986,0.473767218
,,,,,,,,,585.991,0.473767218
,,,,,,,,,586.074,0.473767218
,,,,,,,,,586.203,0.473767218
,,,,,,,,,586.266,0.473767218
,,,,,,,,,586.273,0.473767218
,,,,,,,,,586.326,0.473767218
,,,,,,,,,586.339,0.473767218
,,,,,,,,,586.402,0.473767218
,,,,,,,,,586.457,0.473767218
,,,,,,,,,586.541,0.473767218
,,,,,,,,,586.556,0.473767218
,,,,,,,,,586.699,0.473767218
,,,,,,,,,586.717,0.473767218
,,,,,,,,,586.865,0.71929373
,,,,,,,,,586.943,0.473767218
,,,,,,,,,586.952,0.999440336
,,,,,,,,,587.056,0.473767218
,,,,,,,,,587.173,0.473767218
,,,,,,,,,587.22,0.473767218
,,,,,,,,,587.399,0.473767218
,,,,,,,,,587.439,0.473767218
,,,,,,,,,587.452,0.473767218
,,,,,,,,,587.486,0.473767218
,,,,,,,,,587.49,0.5
,,,,,,,,,587.519,0.667592634
,,,,,,,,,587.542,0.473767218
,,,,,,,,,587.671,0.473767218
,,,,,,,,,587.683,0.473767218
,,,,,,,,,587.709,0.473767218
,,,,,,,,,587.74,0.473767218
,,,,,,,,,587.819,0.473767218
,,,,,,,,,587.851,0.473767218
,,,,,,,,,587.954,0.473767218
,,,,,,,,,587.975,0.473767218
,,,,,,,,,588.01,0.473767218
,,,,,,,,,588.039,0.843695179
,,,,,,,,,588.191,0.473767218
,,,,,,,,,588.259,0.473767218
,,,,,,,,,588.338,0.473767218
,,,,,,,,,588.361,0.473767218
,,,,,,,,,588.363,0.473767218
,,,,,,,,,588.386,0.473767218
,,,,,,,,,588.539,0.473767218
,,,,,,,,,588.542,0.473767218
,,,,,,,,,588.564,0.473767218
,,,,,,,,,588.625,0.473767218
,,,,,,,,,588.639,0.473767218
,,,,,,,,,588.658,0.473767218
,,,,,,,,,588.691,0.473767218
,,,,,,,,,588.699,0.473767218
,,,,,,,,,588.819,0.473767218
,,,,,,,,,588.829,0.473767218
,,,,,,,,,588.851,0.473767218
,,,,,,,,,588.959,0.473767218
,,,,,,,,,589.011,0.473767218
,,,,,,,,,589.041,0.473767218
,,,,,,,,,589.117,0.473767218
,,,,,,,,,589.139,0.473767218
,,,,,,,,,589.179,0.473767218
,,,,,,,,,589.182,0.473767218
,,,,,,,,,589.19,0.473767218
,,,,,,,,,589.2,0.473767218
,,,,,,,,,589.218,0.473767218
,,,,,,,,,589.219,0.473767218
,,,,,,,,,589.23,0.473767218
,,,,,,,,,589.239,0.947534436
,,,,,,,,,589.243,0.473767218
,,,,,,,,,589.248,0.473767218
,,,,,,,,,589.25,0.226888628
,,,,,,,,,589.283,0.473767218
,,,,,,,,,589.318,0.473767218
,,,,,,,,,589.32,0.473767218
,,,,,,,,,589.336,0.473767218
,,,,,,,,,589.362,0.473767218
,,,,,,,,,589.379,0.473767218
,,,,,,,,,589.464,0.473767218
,,,,,,,,,589.489,0.473767218
,,,,,,,,,589.499,0.473767218
,,,,,,,,,589.5,0.473767218
,,,,,,,,,589.511,0.473767218
,,,,,,,,,589.538,0.473767218
,,,,,,,,,589.539,0.947534436
,,,,,,,,,589.541,0.473767218
,,,,,,,,,589.575,0.473767218
,,,,,,,,,589.577,0.473767218
,,,,,,,,,589.59,0.947534436
,,,,,,,,,589.599,0.473767218
,,,,,,,,,589.618,0.473767218
,,,,,,,,,589.622,0.473767218
,,,,,,,,,589.632,0.473767218
,,,,,,,,,589.645,0.473767218
,,,,,,,,,589.652,1.470485013
,,,,,,,,,589.659,0.473767218
,,,,,,,,,589.698,0.473767218
,,,,,,,,,589.699,1.421301655
,,,,,,,,,589.718,0.473767218
,,,,,,,,,589.739,0.473767218
,,,,,,,,,589.755,0.473767218
,,,,,,,,,589.794,0.473767218
,,,,,,,,,589.799,0.473767218
,,,,,,,,,589.803,0.226888628
,,,,,,,,,589.877,0.473767218
,,,,,,,,,589.886,0.473767218
,,,,,,,,,589.888,0.473767218
,,,,,,,,,589.905,0.473767218
,,,,,,,,,589.921,0.473767218
,,,,,,,,,589.929,0.473767218
,,,,,,,,,589.975,0.473767218
,,,,,,,,,589.979,0.473767218
,,,,,,,,,590.003,0.473767218
,,,,,,,,,590.008,0.473767218
,,,,,,,,,590.019,0.473767218
,,,,,,,,,590.061,0.473767218
,,,,,,,,,590.088,0.473767218
,,,,,,,,,590.099,0.473767218
,,,,,,,,,590.106,0.473767218
,,,,,,,,,590.122,0.473767218
,,,,,,,,,590.141,0.473767218
,,,,,,,,,590.179,0.473767218
,,,,,,,,,590.183,0.473767218
,,,,,,,,,590.202,0.473767218
,,,,,,,,,590.203,0.473767218
,,,,,,,,,590.209,0.473767218
,,,,,,,,,590.234,0.473767218
,,,,,,,,,590.242,0.473767218
,,,,,,,,,590.249,0.473767218
,,,,,,,,,590.262,0.505033724
,,,,,,,,,590.275,0.473767218
,,,,,,,,,590.288,0.473767218
,,,,,,,,,590.299,0.473767218
,,,,,,,,,590.307,0.473767218
,,,,,,,,,590.319,0.473767218
,,,,,,,,,590.37,0.473767218
,,,,,,,,,590.379,0.473767218
,,,,,,,,,590.409,0.473767218
,,,,,,,,,590.459,0.473767218
,,,,,,,,,590.493,0.473767218
,,,,,,,,,590.609,0.473767218
,,,,,,,,,590.614,0.473767218
,,,,,,,,,590.639,0.473767218
,,,,,,,,,590.656,0.473767218
,,,,,,,,,590.658,0.473767218
,,,,,,,,,590.67,0.473767218
,,,,,,,,,590.68,0.473767218
,,,,,,,,,590.688,0.473767218
,,,,,,,,,590.749,0.473767218
,,,,,,,,,590.768,0.552326867
,,,,,,,,,590.774,0.473767218
,,,,,,,,,590.778,0.473767218
,,,,,,,,,590.779,0.473767218
,,,,,,,,,590.78,0.473767218
,,,,,,,,,590.789,0.473767218
,,,,,,,,,590.859,0.473767218
,,,,,,,,,590.873,0.473767218
,,,,,,,,,590.894,0.736564724
,,,,,,,,,590.939,0.473767218
,,,,,,,,,590.947,0.473767218
,,,,,,,,,590.977,0.473767218
,,,,,,,,,590.986,0.473767218
,,,,,,,,,591.009,0.473767218
,,,,,,,,,591.019,0.473767218
,,,,,,,,,591.02,0.473767218
,,,,,,,,,591.06,0.947534436
,,,,,,,,,591.076,0.473767218
,,,,,,,,,591.119,0.473767218
,,,,,,,,,591.123,0.473767218
,,,,,,,,,591.135,0.473767218
,,,,,,,,,591.162,0.473767218
,,,,,,,,,591.191,0.473767218
,,,,,,,,,591.207,0.473767218
,,,,,,,,,591.218,0.947534436
,,,,,,,,,591.222,0.473767218
,,,,,,,,,591.239,0.473767218
,,,,,,,,,591.243,0.473767218
,,,,,,,,,591.259,0.473767218
,,,,,,,,,591.262,0.473767218
,,,,,,,,,591.277,0.473767218
,,,,,,,,,591.285,0.473767218
,,,,,,,,,591.337,0.473767218
,,,,,,,,,591.339,0.473767218
,,,,,,,,,591.367,0.473767218
,,,,,,,,,591.37,0.473767218
,,,,,,,,,591.379,0.473767218
,,,,,,,,,591.443,0.473767218
,,,,,,,,,591.499,0.473767218
,,,,,,,,,591.501,0.473767218
,,,,,,,,,591.51,0.473767218
,,,,,,,,,591.512,0.473767218
,,,,,,,,,591.579,0.473767218
,,,,,,,,,591.589,0.473767218
,,,,,,,,,591.599,0.447678459
,,,,,,,,,591.602,0.473767218
,,,,,,,,,591.619,0.473767218
,,,,,,,,,591.641,0.473767218
,,,,,,,,,591.662,0.733747587
,,,,,,,,,591.665,0.473767218
,,,,,,,,,591.666,0.473767218
,,,,,,,,,591.709,0.473767218
,,,,,,,,,591.723,0.473767218
,,,,,,,,,591.759,0.473767218
,,,,,,,,,591.779,0.473767218
,,,,,,,,,591.82,0.473767218
,,,,,,,,,591.851,0.473767218
,,,,,,,,,591.871,0.473767218
,,,,,,,,,591.874,0.473767218
,,,,,,,,,591.879,0.924246315
,,,,,,,,,591.883,0.473767218
,,,,,,,,,591.887,0.473767218
,,,,,,,,,591.889,0.473767218
,,,,,,,,,591.914,0.473767218
,,,,,,,,,591.94,0.777263849
,,,,,,,,,591.989,0.843695179
,,,,,,,,,592.019,0.473767218
,,,,,,,,,592.026,0.473767218
,,,,,,,,,592.032,0.473767218
,,,,,,,,,592.034,0.473767218
,,,,,,,,,592.056,0.473767218
,,,,,,,,,592.07,0.473767218
,,,,,,,,,592.139,0.473767218
,,,,,,,,,592.148,0.473767218
,,,,,,,,,592.161,0.473767218
,,,,,,,,,592.176,0.473767218
,,,,,,,,,592.188,0.473767218
,,,,,,,,,592.189,0.473767218
,,,,,,,,,592.213,0.473767218
,,,,,,,,,592.216,0.473767218
,,,,,,,,,592.248,0.473767218
,,,,,,,,,592.259,0.473767218
,,,,,,,,,592.266,0.473767218
,,,,,,,,,592.337,0.473767218
,,,,,,,,,592.379,0.473767218
,,,,,,,,,592.402,0.473767218
,,,,,,,,,592.416,0.473767218
,,,,,,,,,592.419,0.473767218
,,,,,,,,,592.428,0.473767218
,,,,,,,,,592.445,0.473767218
,,,,,,,,,592.459,0.473767218
,,,,,,,,,592.478,0.473767218
,,,,,,,,,592.489,0.473767218
,,,,,,,,,592.502,0.473767218
,,,,,,,,,592.534,0.473767218
,,,,,,,,,592.546,0.473767218
,,,,,,,,,592.601,0.473767218
,,,,,,,,,592.609,0.473767218
,,,,,,,,,592.618,0.473767218
,,,,,,,,,592.625,0.473767218
,,,,,,,,,592.675,0.473767218
,,,,,,,,,592.7,0.473767218
,,,,,,,,,592.716,0.473767218
,,,,,,,,,592.779,0.473767218
,,,,,,,,,592.859,0.473767218
,,,,,,,,,592.899,0.473767218
,,,,,,,,,592.941,0.473767218
,,,,,,,,,592.946,0.473767218
,,,,,,,,,592.957,0.473767218
,,,,,,,,,593.001,0.473767218
,,,,,,,,,593.011,0.473767218
,,,,,,,,,593.019,0.473767218
,,,,,,,,,593.02,0.473767218
,,,,,,,,,593.059,0.473767218
,,,,,,,,,593.065,0.473767218
,,,,,,,,,593.082,0.473767218
,,,,,,,,,593.107,0.473767218
,,,,,,,,,593.123,0.473767218
,,,,,,,,,593.125,0.473767218
,,,,,,,,,593.159,0.947534436
,,,,,,,,,593.195,0.473767218
,,,,,,,,,593.199,0.473767218
,,,,,,,,,593.235,0.473767218
,,,,,,,,,593.266,0.473767218
,,,,,,,,,593.291,0.473767218
,,,,,,,,,593.301,0.473767218
,,,,,,,,,593.311,0.473767218
,,,,,,,,,593.354,0.473767218
,,,,,,,,,593.367,0.473767218
,,,,,,,,,593.407,0.473767218
,,,,,,,,,593.414,0.473767218
,,,,,,,,,593.419,0.473767218
,,,,,,,,,593.425,0.473767218
,,,,,,,,,593.454,0.473767218
,,,,,,,,,593.507,0.473767218
,,,,,,,,,593.557,0.473767218
,,,,,,,,,593.559,0.473767218
,,,,,,,,,593.579,0.473767218
,,,,,,,,,593.593,0.473767218
,,,,,,,,,593.639,0.473767218
,,,,,,,,,593.652,0.473767218
,,,,,,,,,593.659,0.947534436
,,,,,,,,,593.665,0.473767218
,,,,,,,,,593.738,0.62962963
,,,,,,,,,593.857,0.473767218
,,,,,,,,,593.859,0.473767218
,,,,,,,,,593.875,0.473767218
,,,,,,,,,593.887,0.473767218
,,,,,,,,,593.893,0.473767218
,,,,,,,,,593.926,0.473767218
,,,,,,,,,593.994,0.473767218
,,,,,,,,,593.999,0.473767218
,,,,,,,,,594.009,0.473767218
,,,,,,,,,594.011,0.473767218
,,,,,,,,,594.024,0.473767218
,,,,,,,,,594.07,0.473767218
,,,,,,,,,594.099,0.473767218
,,,,,,,,,594.113,0.473767218
,,,,,,,,,594.142,0.473767218
,,,,,,,,,594.146,0.473767218
,,,,,,,,,594.151,0.473767218
,,,,,,,,,594.166,0.473767218
,,,,,,,,,594.185,0.495496075
,,,,,,,,,594.207,0.473767218
,,,,,,,,,594.219,0.473767218
,,,,,,,,,594.292,0.473767218
,,,,,,,,,594.339,0.473767218
,,,,,,,,,594.371,0.473767218
,,,,,,,,,594.401,0.473767218
,,,,,,,,,594.417,0.473767218
,,,,,,,,,594.425,0.473767218
,,,,,,,,,594.429,0.473767218
,,,,,,,,,594.499,0.473767218
,,,,,,,,,594.593,0.473767218
,,,,,,,,,594.611,0.473767218
,,,,,,,,,594.615,0.431964193
,,,,,,,,,594.674,0.473767218
,,,,,,,,,594.678,0.473767218
,,,,,,,,,594.68,0.473767218
,,,,,,,,,594.765,0.473767218
,,,,,,,,,594.769,0.473767218
,,,,,,,,,594.777,0.473767218
,,,,,,,,,594.781,0.473767218
,,,,,,,,,594.819,0.473767218
,,,,,,,,,594.829,0.473767218
,,,,,,,,,594.838,0.473767218
,,,,,,,,,594.908,0.473767218
,,,,,,,,,594.91,0.473767218
,,,,,,,,,594.932,0.473767218
,,,,,,,,,594.933,0.473767218
,,,,,,,,,594.934,0.473767218
,,,,,,,,,594.954,0.473767218
,,,,,,,,,594.979,0.947534436
,,,,,,,,,594.982,0.473767218
,,,,,,,,,595.009,0.473767218
,,,,,,,,,595.019,0.947534436
,,,,,,,,,595.024,0.473767218
,,,,,,,,,595.045,0.473767218
,,,,,,,,,595.057,0.473767218
,,,,,,,,,595.06,0.473767218
,,,,,,,,,595.083,0.473767218
,,,,,,,,,595.088,0.473767218
,,,,,,,,,595.092,0.473767218
,,,,,,,,,595.143,0.473767218
,,,,,,,,,595.171,0.473767218
,,,,,,,,,595.176,0.473767218
,,,,,,,,,595.219,0.982274866
,,,,,,,,,595.22,0.473767218
,,,,,,,,,595.221,0.473767218
,,,,,,,,,595.258,0.473767218
,,,,,,,,,595.267,0.817957934
,,,,,,,,,595.313,0.473767218
,,,,,,,,,595.338,0.473767218
,,,,,,,,,595.353,0.473767218
,,,,,,,,,595.433,0.473767218
,,,,,,,,,595.435,0.978800942
,,,,,,,,,595.545,0.473767218
,,,,,,,,,595.591,0.473767218
,,,,,,,,,595.595,0.473767218
,,,,,,,,,595.618,0.473767218
,,,,,,,,,595.699,0.473767218
,,,,,,,,,595.722,0.473767218
,,,,,,,,,595.769,0.473767218
,,,,,,,,,595.786,0.567792227
,,,,,,,,,595.792,0.473767218
,,,,,,,,,595.816,0.473767218
,,,,,,,,,595.874,0.473767218
,,,,,,,,,595.879,0.947534436
,,,,,,,,,595.939,0.473767218
,,,,,,,,,595.967,0.447678459
,,,,,,,,,595.992,0.473767218
,,,,,,,,,595.996,0.473767218
,,,,,,,,,596.017,0.473767218
,,,,,,,,,596.032,0.473767218
,,,,,,,,,596.058,0.473767218
,,,,,,,,,596.092,0.843695179
,,,,,,,,,596.096,0.473767218
,,,,,,,,,596.166,0.473767218
,,,,,,,,,596.283,0.473767218
,,,,,,,,,596.297,0.743325356
,,,,,,,,,596.321,0.473767218
,,,,,,,,,596.403,0.473767218
,,,,,,,,,596.442,0.473767218
,,,,,,,,,596.517,0.473767218
,,,,,,,,,596.536,0.473767218
,,,,,,,,,596.537,0.473767218
,,,,,,,,,596.538,0.750062423
,,,,,,,,,596.539,0.473767218
,,,,,,,,,596.586,0.691686484
,,,,,,,,,596.615,0.473767218
,,,,,,,,,596.627,0.473767218
,,,,,,,,,596.65,0.473767218
,,,,,,,,,596.701,0.473767218
,,,,,,,,,596.719,0.473767218
,,,,,,,,,596.727,0.473767218
,,,,,,,,,596.757,0.473767218
,,,,,,,,,596.819,0.473767218
,,,,,,,,,596.829,0.473767218
,,,,,,,,,596.86,0.473767218
,,,,,,,,,596.899,0.947534436
,,,,,,,,,596.924,0.947534436
,,,,,,,,,596.979,0.473767218
,,,,,,,,,596.981,0.473767218
,,,,,,,,,597.004,0.473767218
,,,,,,,,,597.007,0.473767218
,,,,,,,,,597.027,0.473767218
,,,,,,,,,597.047,0.473767218
,,,,,,,,,597.225,0.473767218
,,,,,,,,,597.259,0.473767218
,,,,,,,,,597.285,0.473767218
,,,,,,,,,597.307,0.473767218
,,,,,,,,,597.364,0.473767218
,,,,,,,,,597.377,0.473767218
,,,,,,,,,597.386,0.473767218
,,,,,,,,,597.413,0.473767218
,,,,,,,,,597.419,0.750062423
,,,,,,,,,597.422,0.473767218
,,,,,,,,,597.47,0.473767218
,,,,,,,,,597.539,0.473767218
,,,,,,,,,597.542,0.473767218
,,,,,,,,,597.585,0.473767218
,,,,,,,,,597.599,0.473767218
,,,,,,,,,597.607,0.473767218
,,,,,,,,,597.614,0.473767218
,,,,,,,,,597.656,0.473767218
,,,,,,,,,597.674,0.473767218
,,,,,,,,,597.689,0.473767218
,,,,,,,,,597.749,0.473767218
,,,,,,,,,597.761,0.473767218
,,,,,,,,,597.77,0.473767218
,,,,,,,,,597.774,0.473767218
,,,,,,,,,597.779,0.473767218
,,,,,,,,,597.794,0.473767218
,,,,,,,,,597.823,0.473767218
,,,,,,,,,597.858,0.473767218
,,,,,,,,,597.868,0.473767218
,,,,,,,,,597.87,0.473767218
,,,,,,,,,597.905,0.473767218
,,,,,,,,,597.939,0.473767218
,,,,,,,,,597.961,0.473767218
,,,,,,,,,597.978,0.473767218
,,,,,,,,,598.058,0.473767218
,,,,,,,,,598.059,0.473767218
,,,,,,,,,598.082,0.473767218
,,,,,,,,,598.16,0.473767218
,,,,,,,,,598.179,0.473767218
,,,,,,,,,598.189,0.473767218
,,,,,,,,,598.203,0.473767218
,,,,,,,,,598.21,0.473767218
,,,,,,,,,598.258,0.473767218
,,,,,,,,,598.328,0.473767218
,,,,,,,,,598.348,0.473767218
,,,,,,,,,598.419,0.473767218
,,,,,,,,,598.429,0.473767218
,,,,,,,,,598.447,0.473767218
,,,,,,,,,598.499,0.473767218
,,,,,,,,,598.5,0.473767218
,,,,,,,,,598.51,0.473767218
,,,,,,,,,598.536,0.907908187
,,,,,,,,,598.55,0.473767218
,,,,,,,,,598.555,0.473767218
,,,,,,,,,598.559,0.473767218
,,,,,,,,,598.581,0.473767218
,,,,,,,,,598.599,0.473767218
,,,,,,,,,598.643,0.473767218
,,,,,,,,,598.699,0.473767218
,,,,,,,,,598.737,0.473767218
,,,,,,,,,598.779,0.473767218
,,,,,,,,,598.819,0.851393563
,,,,,,,,,598.826,0.473767218
,,,,,,,,,598.908,0.473767218
