,danmu,time
747, 敬二舅, 23.939
748, 这是, 4.539
749, 敬二舅, 282.379
750, 敬二舅, 30.23
751, 闰土，祥子觉得很赞, 4.028
752, 致敬二舅，感谢作者！, 23.022
753, 致敬二舅, 105.653
754, 别忘了，那个时代的包办婚姻, 313.816
755, 敬二舅, 9.426
756, 个人推测。是青霉素，注射青霉素中含本甲醇，能提高青霉素溶解，但是也有可能导致肌肉坏死, 33.422
757, 火出圈了！, 1.593
758, 不！不！不！, 94.677
759, 敬二舅, 15.839
760, 苦难并不会摧毁人，奴役才会摧毁人。, 0.343
761, 镇站之宝啦, 5.45
762, 1200一条烟, 2.087
763," ""当埋怨自己没鞋穿的时候，却发现还有人没有脚。""", 0.585
764, 汲取力量, 87.105
765, 他公平, 120.745
766, 但是他是我的二舅, 198.465
767, 谁叫他是我的二舅呢, 199.985
768, 二舅真的慈眉善目, 353.374
769, 首长：糟了！我成搓背的了, 167.81
770, 老师让写观后感，再看一遍, 4.963
771, 难能可贵, 2.761
772, 敬二舅, 10.947
773, 敬二舅, 261.143
774, , 0.0
775, 啊，拆上几次就会修啦？！！ , 519.027
776, 哈哈哈哈哈哈世另我, 456.592
777, 真?全村的希望, 547.578
778, 这家伙，没瘸我觉得我们可能享受到二舅的科研成果, 563.185
779, 天呐…我从未想过的角度…却又那么的真实…, 378.268
780, 《我的超人二舅》, 494.605
781, 神仙下凡辛苦了, 467.114
782, 二舅可能都去设计火箭了, 562.706
783, 造化弄人，如果当时那个“庸医”治好了二舅我感觉二舅一定能过的风生水起, 495.135
784, 真的是让我又哭又笑, 458.379
785, 二舅是村里的柱子呀, 547.208
786, 年度最佳二舅纪录片, 629.375
787, 突然泪目，如果去了该去的大舞台，唉, 570.179
788, 哈哈哈哈哈哈哈哈可怜的老头, 456.068
789, 手机：我光荣啦！, 516.725
790, 物理题：画出二舅和姥姥的“位移-时间”曲线, 409.531
791, 文案太好了，淡淡的叙述让人落泪，币留不住了, 614.27
792, 二舅实际上是在守护着村子呀！, 543.509
793, woc太对了！！！, 432.586
794, 二舅就是奇才！, 585.305
795, 如果世界末日后只剩下最后一个人，那一定是“他二舅”！, 480.005
796, 哈哈哈哈哈哈二舅和姥姥好可爱, 403.114
797, 绝了文案 真的想哭又想笑, 579.712
798, 哈哈哈，幸亏卦不是自己写的, 481.272
799, 几年后，二舅突破芯片3nm节点, 520.877
800, 插线板电源忘打开太真实了，哈哈哈哈哈哈哈, 456.582
801, 《拆上几次也会修了》, 516.848
802, 这几句话的格局其实很大，反应了现在农村了现实, 529.24
803, 快 手 阿 修, 437.634
804, 六边形战士, 478.666
805, 最代表现代化和最贵的三样, 511.091
806, 一个腿脚不方便的人，却活成了全村的拐杖, 551.168
807, 二舅一辈子都在创造和修复，包括他自己, 449.766
808, 《二舅总有办法》, 495.698
809, 看到宁宁珠圆玉润大包小裹带着老公孩子杀回二舅家里，真的觉得好温馨, 430.575
810, 遗憾在电影里是主角崛起前戏，在生活里是让人沉沦的毒药, 619.394
811, 《俗世奇才》, 506.9
812, 两年后，二舅成功研制出0.5nm SoC, 522.847
813, 超酷的OK, 390.756
814, 明年就变成6789组合了, 388.792
815, 我们理应认可平凡的自己，以及小资生活以外的生活方式。, 586.952
816, 哈哈哈哈哈哈伤感又幽默, 456.559
817, 我差点以为你在出题了, 406.374
818, 说不好过几年能写个app出来, 518.693
819, 点名批评弟弟, 504.6
820, 哭死我了，但二舅遗憾吗？, 591.94
821, 手机：我滴任务……, 517.057
822, 小孩是小，不是瞎, 432.075
823, 学霸之所以是学霸，除了能搞深入研究，还有一种就是能帮到 所有身边人, 536.544
824, 其实二舅一直都是个天才少年 只是有扇窗被关了, 473.685
825, 机械系毕业生表示都不会这么多, 444.334
826, “不要光赞美高耸的山峰，平原和丘陵也一样不朽”, 404.065
827, 全村的“上校”, 548.285
828, 二舅是村里的守护神，他是来守护这块土地的, 537.795
829, 点名批评, 503.849
830, 曹禺：上帝先让人们丑陋，然后使他们不再惧怕死亡, 375.369
831, 手机带着使命来到二舅身边, 517.902
832, 年轻人都走了，只剩老年人和村子一起老去, 533.321
833, 哈哈哈哈看到这里又哭又笑, 455.612
834, 二舅可怜但不落魄, 589.803
835, 这在走近科学能拍十集, 455.821
836, 上帝给二舅关上了一扇门，二舅自己修成了全景别墅, 583.615
837, 现在他是余华笔下坎坷而伟大的普通人, 577.554
838, 突然想起来开头说二舅是天才少年...此言不虚, 481.846
839, 啊！！！！！呜呜呜呜这里真的太美好了！！！！, 430.067
840, 如果出生在21世纪，你二舅大概进中科院了已经, 475.803
841, 如若没有那场意外，他现在该过着怎样的生活。, 475.395
842, 这文案值得学习一辈子, 388.486
843, 《点 名 表 扬》, 502.561
844, 每个村都有一个树先生, 601.874
845, 还好，这段视频让天下人都认识了二舅, 586.865
846, 《可怜的老头》, 457.187
847, 歪子？扛把子！, 548.474
848, 靠这一句“可怜的老头”我本来笑了一声然后又哭了, 456.828
849, 二舅如果考上大学现在一定在中科院吧, 519.451
850, 过两年，二舅能写代码编程了, 518.258
851, 这个歪子比大多数人走得都正, 551.634
852, 木水电全栈工程师, 445.417
853, 这个盒子好有趣好巧妙hhh, 437.822
854, 二舅就是村子里的守护神！！！！！！！！！！！！！！！！！！！！！, 539.712
855, 「小孩是小，不是瞎。」, 433.02
856, 六边形战士二舅, 475.458
857, 嬉皮笑脸, 502.538
858, 谁说二舅这样的平凡人比不上栋梁？, 532.716
859, 在这个领域他是院士, 451.288
860, 《二舅总有办法》, 474.899
861, 如果当年不是那位医生，可能二舅现在造的就是这些了吧, 511.452
862, 《二舅总有办法》, 491.567
863, 仔细看这个短视频里也都是做手工活的视频, 517.323
864, 我觉得过两年二舅能做芯片了, 522.221
865, 逼姥姥锻炼太真实了哈哈哈哈哈哈, 399.284
866, 马上6789了，更酷, 389.675
867, 《赤脚医生手册》, 462.103
868, 但我们每个人都清楚，歪子比谁都正, 548.168
869, 《我善解人意的哥哥》, 502.471
870, 这在老北京，得叫声“歪爷”, 547.654
871, 来人，把光刻机给二舅拿上来, 517.23
872, 如果没有那场病，二舅说不定就是一个高级工程师, 477.118
873, 中国还有无数个二舅, 596.586
874, 此弟不宜久留, 502.477
875, 这位歪子是全村的柱子, 547.35
876, 说不定会成为冯骥才笔下的俗世奇人呢, 580.137
877, 卧槽真·六边形战士, 475.409
878, 一个需要支柱的人却成了全村的支柱, 530.423
879, 是二舅顾住了整个村的乡亲们，却唯独没有顾得上自己, 545.077
880, 《放》《随身携带》, 383.766
881, 双斑锦蛇：无毒蛇，性格温顺(不粗暴对待无危险), 492.819
882, 还记得一开始别人口中的不懂礼貌么？, 424.146
883, 上帝给二舅关了一扇窗，二舅自己打了一个三室一厅, 550.399
884, 这个盒子太酷了！, 436.62
885, 如果没有那场医疗事故的话，二舅应该能走的很远吧, 487.939
886, 端正的死亡观在这个时代很珍贵, 367.852
887, 此弟不宜久留, 506.022
888, 「小孩是小，不是瞎」7个字让我破防了, 431.825
889, 明年6789更酷我真的笑死, 392.253
890, 二舅！你能造光刻机不？, 516.897
891, 二舅是社会底层闪闪发光的六边形战士！！！, 479.679
892, 《我的冤种弟弟》, 504.133
893, 魔法师, 442.733
894, 明年是：6789组合酷的要死, 389.721
895, 人生最大的遗憾，就是一直在遗憾过去的遗憾, 614.227
896, 《露脸表扬》, 502.305
897, 六边形工匠！, 446.956
898, 小孩是小，不是瞎。说到心坎里了, 432.678
899, 下笔记本上面一句是，宁可自己鲜血流，祖国的寸土不能丢, 667.515
900, 《拆 上 几 次》, 517.888
901, 原来文明6村民告诉你核聚变的秘密是有道理的, 532.761
902, 六边形战士, 476.001
903, 如果二舅生活在一个家境好的地方，他会是一个伟大的科学家。, 534.888
904, 行动就是最好的老师, 424.26
905, 此弟不宜久留, 503.533
906, 鲁迅的表达方式内在就是普通百姓的调调。不论什么故事，在叙说普通百姓，自然会有鲁迅的味道, 364.009
907, “生不逢时”倒不如说是“天妒英才”, 564.482
908, 小孩是小，不是瞎！, 431.657
909, 也许是上天派二舅做全村的守护神做小家的明灯, 560.365
910, 弟弟：好哥哥我谢谢你哦……, 502.973
911, 此弟不宜久留, 502.813
912, 《挂》, 482.201
913, 二舅：甭拍了，你这孩儿走嘞还谋我快, 671.527
914, 下面是“全国人民团结起来，争取更大的胜利”, 664.321
915, 还在这里发“如果”没明白UP的良苦用心啊，就是告诉大家不要遗憾，活在当下, 522.475
916, 六边形二舅, 472.703
917, “小孩是小，不是瞎” 精髓, 431.874
918, 此弟不宜久留, 502.262
919, 《华强北劲敌》, 517.035
920, 如果二舅当时没有放弃学业会不会是现在已经是一位中国的大牛, 472.533
921, 有一个早晨，我扔掉了所有的昨天，从此我的脚步就轻盈了, 607.555
922, 敬二舅, 664.13
923, 文案，建议纳入教材, 538.678
924, 敬二舅, 660.341
925, 、、、、、、、、、、、, 610.954
926, 敬二舅！, 647.695
927, 好好学中医吧, 568.394
928, 敬二舅, 638.487
929, 敬二舅, 600.826
930, 生活根本干扰不了他, 587.519
931, 敬二舅, 592.216
932, 敬二舅, 591.883
933, 敬二舅, 662.227
934, 敬二舅, 675.091
935, 敬二舅, 685.019
936, 臣密今年, 387.041
937, 敬二舅, 587.056
938, 二舅好厉害啊, 477.67
939, 敬二舅, 685.853
940, 敬二舅, 591.222
941, 敬二舅, 586.203
942, 敬二舅, 634.441
943, 敬二舅, 591.851
944, 敬佩, 677.728
945, 敬二舅, 655.678
946, 敬二舅, 618.816
947, 敬二舅, 629.939
948, 进二舅, 603.675
949, 敬二舅, 605.955
950, 敬二舅, 627.631
951, 敬二舅, 634.955
952, 敬二舅, 643.253
953, 敬二舅, 675.606
954, 敬二舅, 675.606
955, 敬二舅, 614.459
956, 敬二舅, 686.425
957, 敬二舅, 645.821
958, 眼泪不争气的流了下来, 683.129
959, 敬二舅, 675.95
960, 敬二舅, 589.23
961, 敬二舅, 659.895
962, 从视频里看到的是现代人丰富的物质条件，但贫瘠的精神力量。对贫瘠的物质条件，但丰富强健的精神力量的羡慕甚至嫉妒。, 688.0
963, 敬二舅, 603.125
964, 敬二舅！, 624.587
965, 全国人民团结起来，争取更大的胜利！, 673.853
966, 敬二舅, 585.382
967, 敬二舅, 629.995
968, 敬二舅, 591.579
969, 敬二舅, 592.946
970, 敬二舅, 632.793
971, 6边形, 477.707
972, 敬二舅, 593.507
973, 敬二舅, 659.419
974, 下一个python就有了, 496.707
975, 敬二舅, 650.479
976, 敬二舅, 686.946
977, 敬二舅, 680.05
978, 哈哈哈哈, 505.548
979, 敬二舅, 642.312
980, ？？？, 469.678
981, 敬二舅, 627.541
982, 敬二舅, 679.701
983, 敬二舅, 675.719
984, 为什么我哭的那么厉害, 490.372
985, 敬二舅, 583.717
986, 敬二舅, 682.121
987, 二舅是天才不是一般人   所以不用模仿  学不来, 680.499
988, 敬二舅, 591.239
989, 敬二舅, 604.44
990, 敬二舅, 632.099
991, 敬二舅, 591.512
992, 敬二舅, 659.539
993, 敬二舅, 491.199
994, 敬二舅, 598.429
995, 敬二舅，也敬天下默默的我们和他们, 650.692
996, 敬二舅, 598.499
997, 敬二舅, 686.66
998, 阅读理解是吧, 554.22
999, 芯片有救了, 581.237
1000, 敬二舅, 653.942
1001, 敬二舅, 601.974
1002, 敬二舅！, 685.156
1003, 敬二舅, 586.717
1004, 敬二舅, 651.513
1005, 敬二舅, 674.433
1006, 致敬二舅, 651.66
1007, 敬二舅, 593.125
1008, 敬二舅, 583.33
1009, 敬二舅, 681.605
1010, er好家伙写轮眼是吧, 518.246
1011, 敬二舅, 584.502
1012, 敬二舅, 595.019
1013, 敬二舅, 647.899
1014, 敬二舅, 591.243
1015, 敬二舅, 649.389
1016, 致敬二舅, 683.03
1017, 敬二舅, 682.276
1018, 敬二舅, 655.234
1019, 敬二舅, 612.686
1020, 敬二舅, 656.42
1021, 卧槽你为什么能这么幽默地讲悲剧, 436.464
1022, 敬二舅, 589.794
1023, 敬二舅, 683.767
1024, 哎呀 这不走进科学吗, 457.059
1025, 敬二舅！！！, 600.427
1026, 敬二舅, 680.509
1027, 敬二舅！, 684.99
1028, 敬二舅, 591.887
1029, 经二舅, 591.285
1030, 敬二舅, 658.293
1031, 敬二舅, 678.833
1032, 敬二舅, 678.922
1033, 敬二舅, 678.914
1034, 无所不能的二舅, 476.814
1035, 敬二舅, 594.113
1036, 没有华丽的语言去赞美只用两字代替：真好, 688.0
1037, 致敬二舅, 612.579
1038, 全能二舅, 469.83
1039, 敬二舅, 591.665
1040, 敬二舅, 685.667
1041, 想投一个硬币给平凡人，给普通人，给二舅。, 494.067
1042, 敬二舅, 593.019
1043, 敬二舅, 685.667
1044, 敬二舅, 649.665
1045, 敬二舅, 677.032
1046, 敬二舅, 683.499
1047, 敬二舅, 671.523
1048, 敬二舅, 638.681
1049, 敬二舅, 644.142
1050, 敬礼！, 682.834
1051, 敬二舅, 688.0
1052, 敬二舅, 678.979
1053, 敬二舅, 589.905
1054, 敬二舅, 593.107
1055, 敬二舅, 684.173
1056, 敬二舅, 683.465
1057, 敬二舅, 675.522
1058, 敬二舅, 679.996
1059, 致敬二舅, 539.319
1060, 敬二舅, 629.489
1061, 敬二舅, 633.325
1062, 敬二舅, 653.422
1063, 敬二舅, 610.062
1064, 敬二舅, 615.502
1065, 敬二舅, 621.563
1066, 敬二舅, 627.338
1067, 敬二舅, 634.884
1068, 敬二舅, 659.573
1069, 敬二舅, 640.531
1070, 敬二舅, 646.234
1071, 敬二舅, 616.39
1072, 敬二舅, 682.373
1073, 敬二舅, 654.89
1074, 敬二舅, 666.37
1075, 敬二舅, 672.451
1076, 敬二舅, 462.306
1077, 文笔太牛逼了, 613.943
1078, 二舅真酷, 477.772
1079, 敬二舅, 597.307
1080, 敬二舅, 591.499
1081, 敬二舅, 671.153
1082, 敬二舅, 685.874
1083, 敬二舅, 685.246
1084, 敬二舅, 601.891
1085, 敬二舅, 593.419
1086, 敬二舅, 604.735
1087, 敬二舅, 672.231
1088, 敬二舅, 584.205
1089, 敬二舅, 589.219
1090, 太会总结了, 637.033
1091, 敬二舅, 656.531
1092, 1万+朋友们好, 681.167
1093, 敬二舅, 620.872
1094, 敬二舅, 590.68
1095, 敬二舅, 672.025
1096, 敬二舅, 661.364
1097, 敬二舅, 687.008
1098, 敬二舅, 620.142
1099, 敬二舅, 596.537
1100, 敬二舅, 646.714
1101, 敬二舅, 625.339
1102, 这水平余华直呼内行。, 571.9
1103, 敬二舅, 596.757
1104, 敬二舅, 589.336
1105, 敬二舅, 592.337
1106, 敬二舅, 677.805
1107, 敬二舅, 614.055
1108, 敬二舅, 682.132
1109, 敬二舅, 669.812
1110, 敬二舅, 591.135
1111, 敬二舅, 656.109
1112, 致敬二舅, 602.419
1113, lil, 687.008
1114, 敬二舅, 623.67
1115, 敬二舅, 641.154
1116, Hello树先生, 607.224
1117, 敬二舅, 590.249
1118, 敬二舅, 641.004
1119, 每个村子里，都有这样的二舅，敬二舅, 409.944
1120, 哈哈哈哈哈哈, 460.667
1121, 敬二舅, 683.795
1122, 敬二舅, 617.099
1123, 7.29  3309.5万, 388.584
1124, 敬二舅, 672.314
1125, 敬二舅, 597.674
1126, 今天在China Daily看到二舅啦, 591.599
1127, 能给二舅整个光刻机不??, 521.558
1128, 敬二舅, 629.411
1129, 敬二舅, 610.329
1130, ？？？？好牛逼, 471.099
1131, 敬二舅, 634.624
1132, 敬二舅, 677.404
1133, 敬二舅, 686.182
1134, 敬二舅, 678.642
1135, 敬二舅, 633.538
1136, 敬二舅, 646.665
1137, 敬二舅, 644.501
1138, 敬二舅, 675.703
1139, 敬二舅, 598.348
1140, 过两年二舅转行程序员了, 516.439
1141, 敬二舅, 682.621
1142, 敬二舅, 685.421
1143, 敬二舅, 623.339
1144, 敬二舅, 646.64
1145, 敬二舅, 656.855
1146, 敬二舅, 632.561
1147, 敬二舅, 630.623
1148, 敬二舅, 599.149
1149, 致二舅, 643.578
1150, 敬二舅, 592.618
1151, 敬二舅, 590.019
1152, 敬二舅, 590.202
1153, 敬二舅, 629.659
1154, 敬二舅, 625.625
1155, 敬二舅, 637.547
1156, 敬二舅, 588.542
1157, 敬二舅, 632.642
1158, 敬二舅, 676.88
1159, 敬二舅, 656.318
1160, 敬二舅, 599.22
1161, 敬二舅, 603.534
1162, 敬二舅, 594.611
1163, 敬二舅, 635.982
1164, 敬二舅, 614.113
1165, 酷, 394.979
1166, 敬二舅, 597.542
1167, 敬二舅, 611.689
1168, 敬二舅, 585.986
1169, 敬二舅, 666.606
1170, 敬二舅, 672.821
1171, 胜利, 668.773
1172, 哪里不酷了，他活得多酷，我们这些在大城市卑微打工的人活的不如狗, 484.519
1173, 敬二舅, 601.93
1174, 敬二舅, 592.056
1175, 敬二舅, 597.689
1176, 敬二舅。, 676.632
1177, 敬二舅, 620.249
1178, 敬二舅, 500.259
1179, 敬二舅, 597.386
1180, 可我厌恶苦难, 380.981
1181, 敬二舅, 648.28
1182, 敬二舅, 643.376
1183, 敬二舅, 628.762
1184, 敬二舅, 665.229
1185, 太棒了！, 686.259
1186, 敬二舅, 652.887
1187, 敬二舅, 592.489
1188, 万能的二舅, 491.462
1189, 敬二舅, 599.752
1190, 敬二舅, 620.14
1191, 敬二舅, 671.353
1192, 敬二舅, 630.259
1193, 敬二舅, 592.546
1194, 泪目了, 596.538
1195, 敬二舅, 598.179
1196, 敬二舅, 592.7
1197, 敬二舅, 593.893
1198, 敬二舅！, 585.704
1199, 敬二舅, 586.699
1200, 手工耿, 489.714
1201, 敬二舅, 651.215
1202, 敬二舅, 599.689
1203, 万能的二舅, 476.059
1204, 树先生是什么意思, 601.921
1205, 敬二舅, 614.105
1206, 敬二舅, 646.049
1207, 敬二舅！, 683.082
1208, 敬二舅, 659.602
1209, 什么宁宁那是你大表姐, 531.064
1210, 敬二舅, 581.551
1211, 敬二舅, 682.178
1212, 敬二舅, 592.675
1213, 敬二舅, 650.849
1214, 敬二舅, 594.781
1215, 敬二舅, 591.02
1216, 敬二舅, 666.124
1217, 敬二舅, 680.731
1218, 敬二舅, 676.405
1219, 你币有了, 649.835
1220, 某光头表示很赞, 640.005
1221, 敬二舅！, 677.139
1222, 敬二舅, 659.322
1223, 某光头表示很赞, 643.226
1224, 敬二舅, 663.802
1225, 敬二舅, 674.639
1226, 敬二舅, 680.652
1227, 敬二舅, 686.337
1228, 敬二舅！, 675.179
1229, 敬二舅, 591.123
1230, 敬二舅, 610.759
1231, 敬二舅, 684.02
1232, 敬二舅, 620.859
1233, 致二舅, 674.859
1234, ？？？, 629.944
1235, 敬二舅, 591.162
1236, 敬二舅, 682.979
1237, 敬二舅, 604.546
1238, 这字真漂亮, 480.732
1239, 敬二舅, 592.419
1240, ？？？？？, 467.361
1241, 敬二舅, 592.899
1242, 宁愿自己鲜血流，祖国的寸土不可丢, 664.014
1243, 敬二舅, 590.78
1244, 敬二舅, 685.302
1245, 敬二舅, 600.477
1246, 敬二舅, 658.869
1247, 敬二舅, 658.869
1248, 敬二舅, 621.474
1249, 敬二舅, 641.392
1250, 敬二舅, 598.059
1251, 敬二舅, 665.267
1252, 敬二舅, 684.058
1253, 敬二舅, 685.571
1254, 敬二舅, 685.81
1255, 敬二舅, 598.203
1256, 敬二舅, 591.218
1257, 敬二舅, 587.542
1258, 敬二舅, 584.934
1259, 敬二舅, 676.41
1260, 敬二舅, 601.919
1261, 敬二舅，敬自己, 680.759
1262, 满分作文, 661.019
1263, 敬二舅, 646.511
1264, 敬二舅, 621.701
1265, 敬二舅, 635.215
1266, 敬二舅, 591.914
1267, jing   er   jiu, 615.892
1268, 那种勃勃生机、万物竞发的境界，犹在眼前, 641.288
1269, 那种勃勃生机、万物竞发的境界，犹在眼前, 641.288
1270, 某光头表示很赞, 640.746
1271, 敬二舅, 596.615
1272, 下面有手抄的东方红歌词, 667.579
1273, 敬二舅, 591.207
1274, 敬二舅, 595.009
1275, 感觉二舅什么都会, 648.868
1276, 敬二舅, 599.445
1277, 敬二舅, 644.629
1278, 敬二舅, 674.791
1279, 敬二舅, 681.332
1280, 这个结局好好, 434.405
1281, 牛牛牛, 467.045
1282, 敬二舅, 678.738
1283, 敬二舅, 591.602
1284, 敬二舅, 676.558
1285, 敬二舅, 540.299
1286, 敬二舅, 668.104
1287, 致二舅, 591.501
1288, 还有电焊机！, 510.288
1289, 看的我哭的稀里哗啦, 489.47
1290, 敬二舅, 677.496
1291, 可能就走了, 566.864
1292, 可是我什么也没做好, 658.714
1293, 也要看沉迷什么游戏，有些东西不必沉迷。, 543.739
1294, 看看我这一生，四肢健全，会这么多事情，天天还在抱怨，无言以对, 567.347
1295, 敬二舅, 654.344
1296, 敬二舅, 629.109
1297, 敬二舅！, 615.907
1298, 苏式彩画, 464.469
1299, 敬二舅, 681.305
1300, 致敬, 432.699
1301, 敬二舅, 680.396
1302, 敬二舅, 590.122
1303, 这么有能力还过不好，老天到底想让他好还是不好？, 545.408
1304, 敬二舅, 588.699
1305, 敬二舅, 615.751
1306, 敬二舅, 589.239
1307, 这个盒子好有创意, 441.703
1308, jingyejiu, 685.267
1309, 敬二舅, 680.634
1310, 敬二舅！, 597.794
1311, jingerjiu, 685.14
1312, 敬二舅, 592.019
1313, 天啊真的《总有办法》, 479.902
1314, 中国版《楢山节考》, 381.599
1315, 敬二舅, 593.266
1316, 手工耿老年版, 500.115
1317, 敬二舅, 663.066
1318, 敬二舅, 621.001
1319, 敬二舅, 684.579
1320, 敬二舅, 657.358
1321, 敬二舅, 590.658
1322, 敬二舅, 583.434
1323, 敬二舅, 659.806
1324, 敬二舅, 605.032
1325, 敬二舅, 589.379
1326, 敬二舅, 596.539
1327, 敬二舅, 593.159
1328, 敬二舅, 682.976
1329, 敬二舅, 681.637
1330, 敬二舅, 632.185
1331, 敬二舅, 596.65
1332, 泪流满面, 420.418
1333, 敬二舅, 647.817
1334, 敬二舅, 593.235
1335, 敬二舅, 667.137
1336, 敬二舅, 679.162
1337, 敬二舅, 682.236
1338, 敬二舅, 635.365
1339, 敬二舅, 612.918
1340, 敬二舅, 677.527
1341, 敬二舅, 585.939
1342, 敬二舅, 593.639
1343, 这个声音口语有点像老鹰, 636.818
1344, 敬二舅, 643.339
1345, 敬二舅, 596.819
1346, 敬二舅, 685.684
1347, ？？, 502.848
1348, 敬二舅, 595.996
1349, 敬二舅, 595.258
1350, 敬二舅, 641.68
1351, 敬二舅, 682.194
1352, 敬二舅, 686.9
1353, 二舅治愈了我, 632.139
1354, 敬二舅, 650.399
1355, 二舅, 583.312
1356, 敬二舅, 670.59
1357, 帕金森, 426.419
1358, 敬二舅, 638.098
1359, 敬二舅, 685.339
1360, 敬二舅, 638.859
1361, 敬二舅, 644.387
1362, 敬二舅, 620.971
1363, 敬二舅, 585.539
1364, 敬二舅, 622.3
1365, 敬二舅！, 679.752
1366, 敬二舅, 615.909
1367, 敬二舅, 593.123
1368, 敬二舅, 634.079
1369, 敬二舅, 627.643
1370, 敬二舅, 685.564
1371, 敬二舅, 589.179
1372, 敬二舅！, 589.699
1373, 高手在人间, 534.542
1374, 敬二舅, 617.088
1375, 敬二舅, 660.612
1376, 敬二舅, 627.188
1377, 敬二舅, 633.059
1378, 敬二舅, 590.774
1379, 敬二舅, 642.858
1380, 敬二舅, 681.619
1381, 敬二舅, 589.698
1382, 敬二舅, 594.339
1383, 敬二舅, 588.539
1384, 敬二舅, 628.752
1385, 敬二舅, 628.381
1386, 敬二舅, 670.929
1387, 文心雕龙, 474.464
1388, 敬二舅, 679.251
1389, 敬二舅, 657.931
1390, 敬二舅, 645.739
1391, 哈哈哈, 642.75
1392, 敬二舅, 659.505
1393, 敬二舅, 624.856
1394, 敬二舅, 665.02
1395, 扛把子, 563.006
1396, 敬二舅, 684.044
1397, 敬二舅, 588.851
1398, 敬二舅, 605.474
1399, 敬二舅, 593.291
1400, 敬二舅, 681.454
1401, 敬二舅, 624.664
1402, 敬二舅, 593.407
1403, 敬二舅, 617.491
1404, 敬二舅, 620.721
1405, 敬二舅, 592.445
1406, 敬二舅, 595.313
1407, 敬二舅, 590.299
1408, 唉, 584.445
1409, 敬二舅, 612.498
1410, 敬二舅, 661.735
1411, 致敬二舅, 588.039
1412, 敬二舅, 595.879
1413, 敬二舅, 659.433
1414, 敬二舅, 680.08
1415, 敬二舅, 672.588
1416, 敬二舅, 616.141
1417, 敬二舅, 600.778
1418, 身体健康和留恋没关系。, 375.065
1419, 敬二舅, 581.024
1420, ？, 466.579
1421, 敬二舅, 671.894
1422, 敬二舅, 643.605
1423, 敬二舅, 610.856
1424, 敬二舅, 593.367
1425, ？？？？？？？？？？？？？？？？？？, 475.919
1426, 敬二舅, 632.659
1427, 敬二舅, 593.659
1428, 敬二舅, 585.041
1429, 敬二舅, 678.507
1430, 敬二舅, 597.978
1431, 敬二舅, 684.351
1432, 敬二舅, 660.399
1433, 敬二舅, 597.961
1434, 敬二舅, 593.859
1435, 遗憾才是青春, 595.219
1436, 泪目了, 597.419
1437, 路上顺便做了件衣服换上了, 453.287
1438, 敬二舅, 594.91
1439, 异世界二舅, 515.878
1440, 敬二舅, 676.08
1441, 敬二舅, 685.089
1442, 敬二舅, 615.806
1443, 敬二舅, 625.006
1444, 敬二舅, 593.665
1445, 敬二舅, 631.806
1446, 敬二舅, 592.188
1447, 敬二舅, 624.838
1448, 哈哈哈哈哈哈, 457.863
1449, 敬二舅, 682.786
1450, nb, 479.452
1451, 敬二舅, 611.438
1452, 敬二舅, 673.339
1453, 太遗憾了，致敬二舅, 600.775
1454, 敬二舅, 685.147
1455, 一点三万人正在看, 563.065
1456, 敬二舅, 676.97
1457, 我觉得我就是个残废的人, 497.074
1458, 敬二舅, 684.517
1459, 敬二舅, 596.442
1460, 敬二舅, 612.743
1461, 敬二舅, 678.377
1462, 敬二舅, 682.899
1463, 二舅就是村子里的守护神！！！！！！！！！！！！！！！！！！！！！, 558.394
1464, 敬二舅, 678.377
1465, 敬二舅, 678.377
1466, 敬二舅, 678.377
1467, 敬二舅, 678.377
1468, 下定决心，不怕牺牲，排除万难，去争取胜利, 669.972
1469, 敬二舅, 594.417
1470, 敬二舅, 678.377
1471, 敬二舅, 678.377
1472, 敬二舅, 678.377
1473, 敬二舅, 597.905
1474, 敬二舅, 678.377
1475, 下定决心，不怕困难。排除万难，去争取胜利, 661.634
1476, 敬二舅, 678.377
1477, 敬二舅, 583.21
1478, 敬二舅, 655.331
1479, 敬二舅, 611.677
1480, 敬二舅, 582.539
1481, 敬二舅, 677.516
1482, 敬二舅, 598.447
1483, 六边形战士！, 468.558
1484, 敬二舅, 653.792
1485, 树先生可不快乐，是悲痛哀伤, 626.577
1486, 敬二舅, 597.259
1487, 敬二舅, 685.5
1488, 敬二舅, 599.279
1489, 敬二舅, 646.877
1490, 敬二舅, 658.172
1491, 敬二舅！, 680.579
1492, 敬二舅, 580.503
1493, 敬二舅, 621.019
1494, 敬二舅, 637.618
1495, 弟弟可爱, 503.481
1496, 敬二舅, 599.233
1497, 敬二舅, 676.125
1498, 敬二舅, 683.438
1499, 太厉害了, 468.089
1500, 敬二舅, 646.484
1501, 这两个币，就当作是我敬二舅的了, 480.218
1502, 敬二舅, 677.138
1503, 我靠, 470.227
1504, 敬二舅, 580.779
1505, 敬二舅, 606.973
1506, 太遗憾了真的很遗憾, 596.297
1507, 敬二舅, 582.193
1508, 敬二舅, 648.563
1509, 敬二舅, 596.924
1510, 敬二舅, 651.831
1511, 敬二舅, 635.113
1512, 我想到了王爷爷 555, 384.744
1513, 敬二舅, 600.442
1514, 敬二舅, 654.185
1515, 敬二舅, 633.316
1516, 平凡但又不平凡的一生, 542.718
1517, 亲情浓厚, 436.515
1518, 敬, 683.123
1519, 敬二舅, 683.224
1520, 敬二舅, 675.126
