,danmu,time
1521, 敬二舅, 598.581
1522, jinger敬二舅, 680.014
1523, 牛, 584.602
1524, 敬二舅, 679.979
1525, 敬二舅, 684.858
1526, 拽面吗, 417.204
1527, 平凡而又伟大, 549.156
1528, 敬二舅, 678.03
1529, 敬二舅, 682.359
1530, 敬二舅, 611.618
1531, 敬二舅, 585.025
1532, 敬二舅, 631.749
1533, 敬二舅, 654.834
1534, 敬二舅, 589.32
1535, 敬二舅, 681.111
1536, 敬二舅, 596.166
1537, 敬二舅, 645.515
1538, 敬二舅, 681.28
1539, 平凡却又伟大, 673.966
1540, 敬佩, 632.671
1541, 敬二舅, 627.47
1542, 敬二舅, 613.847
1543, ？？？, 461.592
1544, 我也有二舅, 643.339
1545, 敬二舅, 614.14
1546, 敬二舅, 675.706
1547, 敬二舅, 637.99
1548, 不公已过，走向未来, 407.265
1549, 敬二舅, 593.425
1550, 敬二舅, 591.337
1551, 敬二舅, 642.566
1552, 敬二舅, 680.677
1553, 敬二舅, 605.936
1554, 敬二舅！, 595.939
1555, 敬二舅, 658.727
1556, 敬二舅, 589.622
1557, 敬二舅, 600.179
1558, 敬二舅, 651.059
1559, 敬二舅, 601.01
1560, 敬二舅, 640.565
1561, 敬二舅, 589.618
1562, 敬二舅, 651.42
1563, 敬二舅, 680.379
1564, 敬二舅, 680.701
1565, 敬二舅, 588.338
1566, 敬二舅, 623.777
1567, 敬二舅, 591.641
1568, 敬二舅, 594.401
1569, 必须三连！！！！！, 684.439
1570, 敬二舅, 673.035
1571, 敬二舅, 646.629
1572, 笑着笑着就哭了, 607.484
1573, 敬二舅, 594.979
1574, 敬二舅, 598.908
1575, 敬二舅, 674.85
1576, 平凡中的不平凡，敬佩！, 551.893
1577, 哈哈哈哈哈哈, 458.659
1578, 救命，从头哭到尾, 623.602
1579, 敬二舅, 678.011
1580, 敬二舅, 678.659
1581, 敬二舅, 585.119
1582, 敬二舅, 590.859
1583, 敬二舅, 584.555
1584, 太酷了, 491.419
1585, 敬二舅, 580.479
1586, 敬二舅, 589.2
1587, 敬二舅, 675.619
1588, 敬二舅, 623.04
1589, 敬二舅, 646.183
1590, 写本书吧, 617.742
1591, 敬二舅, 611.595
1592, 敬二舅, 622.619
1593, 此弟不宜久留, 513.559
1594, 敬二舅, 643.526
1595, 强烈建议写本关于《二舅》的传记，谁说只有名人伟人才能写传记, 626.464
1596, 妈呀！哭了, 548.682
1597, 敬二舅, 678.079
1598, 敬二舅, 633.114
1599, 敬二舅, 597.285
1600, 敬二舅, 674.14
1601, 敬二舅, 606.066
1602, 敬二舅, 681.399
1603, 敬二舅, 613.851
1604, 敬二舅, 677.38
1605, 敬二舅, 677.743
1606, 敬二舅, 596.727
1607, 敬二舅, 643.583
1608, 敬二舅, 676.417
1609, 敬二舅, 640.961
1610, 敬二舅, 492.212
1611, 哈哈哈哈哈哈哈哈哈, 458.372
1612, 敬二舅, 678.051
1613, 二舅活了，抖音上的大伯二伯也活了, 610.863
1614, 敬二舅, 682.928
1615, 敬二舅, 635.679
1616, 敬二舅, 593.994
1617, 我才是废人吧, 481.744
1618, 敬二舅, 648.617
1619, 敬二舅, 585.945
1620, 敬二舅, 630.411
1621, 敬二舅, 684.333
1622, 被针耽误的工程院士, 571.652
1623, 敬二舅, 646.978
1624, 敬二舅, 589.739
1625, 敬二舅, 683.111
1626, 敬二舅, 683.799
1627, 敬二舅, 592.032
1628, 敬二舅敬所有像二舅这样命运坎坷却活出自我的人, 683.13
1629, 敬二舅, 592.139
1630, 敬二舅, 585.859
1631, 敬二舅, 649.061
1632, 致敬, 614.037
1633, 敬二舅, 675.03
1634, 敬二舅, 599.871
1635, 敬二舅, 604.059
1636, 敬二舅, 608.859
1637, 敬二舅, 686.9
1638, 敬二舅, 683.774
1639, 敬二舅, 678.921
1640, 我有个舅舅也叫歪子, 552.66
1641, 敬二舅，敬所有, 681.799
1642, 我流泪了, 449.237
1643, 敬二舅, 604.719
1644, 敬二舅, 584.318
1645, 宁宁是二旧的什么人, 522.609
1646, 谢谢二舅, 620.179
1647, 敬二舅, 601.76
1648, 敬二舅, 678.417
1649, 敬二舅, 625.859
1650, 敬二舅, 600.686
1651, 敬二舅, 587.22
1652, 敬二舅, 593.02
1653, 敬二舅, 595.06
1654, 敬二舅, 596.86
1655, 这是是村里的守护神吧！, 533.87
1656, 敬二舅, 599.58
1657, 敬二舅, 602.54
1658, 敬二舅, 628.629
1659, 敬二舅, 597.422
1660, 敬二舅, 678.389
1661, 敬二舅, 680.775
1662, 六边形战士二舅, 490.288
1663, 敬二舅, 618.875
1664, 敬二舅, 592.625
1665, 敬二舅, 620.795
1666, 敬二舅, 622.475
1667, 敬二舅, 624.195
1668, 敬二舅, 626.035
1669, 敬二舅, 628.395
1670, 敬二舅, 630.315
1671, 祖国的寸士不可丢, 661.65
1672, 下定决心，不怕牺牲，排除万难，去争取胜利！, 671.419
1673, 宁宁好漂亮啊！, 434.751
1674, 敬二舅, 672.819
1675, 敬二舅, 612.456
1676, 敬二舅, 650.699
1677, 敬二舅, 599.059
1678, 敬二舅，, 637.941
1679, 敬二舅, 608.071
1680, 敬二舅, 686.433
1681, 敬二舅, 671.748
1682, 敬二舅, 641.741
1683, 敬二舅, 586.326
1684, 敬二舅, 591.874
1685, 敬二舅, 608.708
1686, 敬二舅, 603.287
1687, 敬二舅, 682.137
1688, 敬二舅, 685.689
1689, 敬二舅, 683.438
1690, 敬二舅, 599.83
1691, 敬二舅, 672.388
1692, 敬二舅！, 675.212
1693, 看到这里真的泪目了, 390.481
1694, 敬二舅, 613.705
1695, 敬二舅, 612.144
1696, 敬二舅, 627.937
1697, 敬二舅, 593.999
1698, 敬二舅, 662.039
1699, 敬二舅, 633.538
1700, 敬二舅, 642.691
1701, 敬二舅, 590.789
1702, 致敬, 679.74
1703, 敬二舅, 604.005
1704, 牛啊, 491.943
1705, 敬二舅, 666.964
1706, 敬二舅, 592.176
1707, 【旷世奇才, 489.51
1708, 敬二舅, 590.37
1709, 敬二舅, 587.709
1710, 敬二舅, 591.871
1711, 敬二舅, 594.429
1712, 敬二舅, 594.829
1713, 二舅nb, 683.298
1714, 敬二舅, 587.819
1715, 敬二舅, 656.177
1716, 敬二舅, 646.465
1717, 平凡而不平凡, 538.472
1718, 敬二舅, 595.591
1719, 敬二舅, 591.277
1720, 因为你的视频名扬天下了, 594.185
1721, 敬二舅, 623.106
1722, 敬二舅, 654.328
1723, 敬二舅, 686.946
1724, 敬二舅, 604.37
1725, 敬二舅, 623.106
1726, 点名批评弟弟, 509.596
1727, 敬二舅, 616.837
1728, 二舅！真的！我哭死, 462.879
1729, 某光头觉得很赞, 643.62
1730, 敬二舅, 650.968
1731, 敬二舅, 583.057
1732, 点名批评！, 507.647
1733, 敬二舅, 595.879
1734, 敬二舅, 592.859
1735, 不要出去, 541.451
1736, 可还行, 643.539
1737, 敬二舅, 606.186
1738, 天妒英才, 572.477
1739, 真.六边形战士, 480.331
1740, 是歪子，也是柱子, 683.534
1741, 敬二舅, 592.478
1742, 早就说了二舅脑子很好 , 440.809
1743, 敬二舅, 590.749
1744, 敬二舅, 662.338
1745, 敬二舅, 606.941
1746, 敬二舅, 676.159
1747, 敬二舅, 592.416
1748, 敬二舅, 615.179
1749, 敬二舅, 643.807
1750, 敬二舅敬二舅, 624.579
1751, 敬二舅, 620.073
1752, 敬二舅, 596.283
1753, 这个盒子简直帅到靠北, 439.235
1754, 敬二舅, 589.599
1755, 敬二舅, 667.905
1756, 现实版活着, 667.129
1757, 敬二舅, 678.281
1758, 泪目, 580.372
1759, 敬二舅, 680.083
1760, 哈哈哈哈, 461.431
1761, 敬二舅, 585.371
1762, 敬二舅, 686.508
1763, 敬二舅, 648.432
1764, 蟒蛇:还好还好，吓我一跳, 503.041
1765, 敬二舅, 590.003
1766, 敬二舅, 592.189
1767, 敬二舅, 635.414
1768, 敬二舅, 586.457
1769, 太牛了, 498.097
1770, 敬二舅, 589.011
1771, 敬二舅, 682.993
1772, 敬二舅, 590.873
1773, 好家伙 银麦, 598.536
1774, 我想笑，但又很想哭，这种感觉很好，很真, 372.546
1775, 敬二舅, 646.684
1776, 敬二舅, 679.779
1777, 敬二舅, 591.723
1778, 太厉害了, 499.19
1779, 敬二舅, 582.4
1780, 敬畏, 559.268
1781, 真深刻, 642.159
1782, 敬二舅, 617.577
1783, 致敬, 684.04
1784, 敬二舅, 589.19
1785, 敬二舅, 685.706
1786, 敬二舅, 667.815
1787, 敬二舅, 655.525
1788, 敬二舅, 675.278
1789, 敬二舅, 614.601
1790, 敬二舅, 602.966
1791, 敬二舅, 598.258
1792, 接下来二舅该开始写代码了, 525.041
1793, 敬二舅, 656.599
1794, 敬二舅, 615.505
1795, 敬二舅, 598.058
1796, 敬二舅, 615.347
1797, 敬二舅, 610.157
1798, 每个村里都有一个二舅吧, 554.107
1799, 敬二舅, 665.963
1800, 敬二舅, 589.182
1801, 敬二舅, 595.143
1802, 敬二舅, 686.168
1803, 敬二舅, 680.372
1804, 敬二舅, 604.464
1805, 敬二舅, 588.819
1806, 敬二舅, 633.144
1807, 敬二舅, 609.901
1808, 敬二舅, 632.38
1809, 敬二舅, 686.848
1810, 敬二舅, 600.082
1811, 敬二舅, 623.906
1812, 敬二舅, 626.302
1813, 敬二舅, 661.014
1814, 敬二舅, 679.966
1815, 敬二舅, 589.979
1816, 敬二舅, 603.516
1817, 敬二舅!, 679.805
1818, 敬二舅, 593.414
1819, 敬二舅, 596.899
1820, 敬二舅, 625.362
1821, 敬二舅, 671.375
1822, 牛牛牛, 471.151
1823, 在我们那，叫一个人牛逼叫歪, 552.609
1824, 敬二舅, 676.3
1825, 敬天下所有同样人生的人, 598.819
1826, 敬二舅, 609.657
1827, 哈哈哈哈跟我外婆一样, 460.191
1828, 敬二舅, 657.304
1829, 敬二舅, 606.873
1830, 绝了文采, 492.789
1831, 敬二舅, 627.913
1832, 敬二舅, 598.699
1833, 敬二舅, 585.991
1834, 敬二舅, 587.671
1835, 敬二舅, 663.992
1836, 敬二舅, 589.511
1837, 可以拍成电影了, 641.384
1838, 敬二舅, 673.63
1839, 敬二舅, 680.375
1840, 敬二舅！, 676.233
1841, 敬二舅, 598.998
1842, 敬二舅, 605.698
1843, 真的可以拍成电影了, 673.254
1844, 敬二舅, 595.433
1845, 敬二舅, 682.631
1846, 敬二舅, 685.2
1847, 敬二舅, 684.431
1848, 敬二舅, 686.071
1849, 敬二舅, 600.532
1850, 人人都没二舅的能力, 655.383
1851, 敬二舅, 595.338
1852, 敬二舅, 590.179
1853, 敬二舅, 686.9
1854, 敬二舅, 663.75
1855, 敬二舅, 664.287
1856, 敬二舅, 587.954
1857, 致敬二舅, 624.969
1858, 敬二舅, 666.722
1859, 致敬二舅, 674.19
1860, 敬二舅, 679.23
1861, 敬二舅, 679.319
1862, 敬二舅, 683.243
1863, 敬二舅, 585.241
1864, 敬二舅, 596.017
1865, 敬二舅, 489.285
1866, 敬二舅, 668.924
1867, 敬二舅, 605.518
1868, 同情他的小时候遭遇又羡慕他的才能, 488.006
1869, 敬二舅, 602.509
1870, 敬二舅, 622.074
1871, 敬二舅, 674.49
1872, 敬二舅, 624.38
1873, 敬二舅, 661.059
1874, 敬二舅, 676.199
1875, 敬二舅, 630.979
1876, 敬二舅, 684.731
1877, 保护二舅, 548.528
1878, 敬二舅, 605.036
1879, 二舅！！！, 671.312
1880, 敬二舅, 611.703
1881, 保护二舅, 590.768
1882, 敬二舅, 674.944
1883, 这DIY能力可以考虑UP主了, 489.596
1884, 敬二舅, 590.307
1885, 有没有可能没有那四针连二舅都没有, 621.539
1886, 再过几个月，爷爷学会渗透了, 520.966
1887, 凡尔赛, 547.835
1888, 敬二舅, 576.253
1889, 敬二舅, 595.435
1890, 敬二舅, 602.257
1891, 敬二舅, 592.161
1892, 敬二舅, 673.52
1893, 敬二舅, 658.553
1894, 敬二舅, 651.796
1895, 敬二舅, 663.745
1896, 敬二舅, 630.979
1897, 敬二舅, 622.825
1898, 敬二舅, 602.099
1899, 敬二舅, 680.132
1900, 泪目, 558.878
1901, 敬二舅, 675.47
1902, 敬二舅, 633.227
1903, 敬二舅, 623.017
1904, 敬二舅, 600.39
1905, 敬二舅, 594.207
1906, 敬二舅, 593.579
1907, 敬二舅, 598.21
1908, 敬二舅, 684.472
1909, 敬二舅, 593.875
1910, 敬二舅, 587.439
1911, 《活着》, 644.142
1912, 敬二舅, 589.59
1913, 文笔真好！, 687.008
1914, 这角度让我耳目一新, 380.981
1915, 敬二舅, 678.582
1916, 敬二舅, 682.859
1917, 敬二舅, 590.141
1918, 敬二舅, 681.074
1919, 敬二舅, 609.73
1920, 敬二舅, 680.967
1921, 敬二舅, 677.969
1922, 敬二舅, 592.379
1923, 敬二舅, 583.236
1924, 敬二舅, 589.975
1925, 酷毙了, 390.848
1926, 敬二舅, 647.551
1927, 敬二舅, 677.705
1928, 敬二舅, 589.243
1929, 敬二舅, 593.199
1930, 六边形战士, 465.717
1931, 感觉好有, 438.413
1932, 敬二舅, 661.795
1933, 敬二舅, 612.907
1934, 敬二舅, 676.329
1935, 敬二舅, 604.875
1936, 敬二舅, 605.143
1937, 敬二舅, 681.739
1938, 敬二舅！, 637.946
1939, 可惜了，不说那个医生，说不定能为祖国作出巨大贡献！, 546.908
1940, 敬二舅, 583.78
1941, 自我救赎, 533.493
1942, 毕十三, 493.551
1943, 敬二舅, 625.991
1944, 高手二舅, 535.655
1945, 敬二舅, 589.59
1946, 敬二舅, 672.734
1947, 敬二舅, 590.209
1948, 敬二舅, 674.337
1949, 牛逼！, 680.351
1950, 敬二舅, 585.779
1951, 敬up主和二舅, 623.485
1952, 敬二舅, 612.661
1953, 敬二舅, 602.375
1954, 敬二舅, 625.476
1955, 敬二舅, 594.099
1956, 二舅你好！, 590.262
1957, 敬二舅, 671.938
1958, 敬二舅, 597.539
1959, 敬二舅, 680.168
1960, 敬二舅, 679.499
1961, 敬二舅, 590.319
1962, 六边形战士, 483.463
1963, 敬二舅, 611.063
1964, 敬二舅, 633.596
1965, 敬二舅, 598.555
1966, 看着看着就流泪了, 551.745
1967, 以身作则, 435.408
1968, 敬二舅, 595.045
1969, 敬二舅, 590.203
1970, 不要一辈子都活在遗憾里, 629.806
1971, 敬二舅, 617.443
1972, 6, 478.723
1973, 敬二舅, 591.379
1974, 最简单的拍摄手法、最牛逼的人物和故事、最牛逼的旁边，致敬二舅和UP！, 687.008
1975, 敬二舅, 632.348
1976, 敬二舅, 637.509
1977, 敬二舅, 620.418
1978, 敬二舅, 679.961
1979, 敬二舅, 589.239
1980, 敬二舅, 673.495
1981, 敬二舅, 619.166
1982, 敬二舅, 591.443
1983, 敬二舅, 668.999
1984, 敬二舅, 607.619
1985, 敬二舅, 673.135
1986, 敬二舅, 624.179
1987, 敬二舅, 681.578
1988, 敬二舅, 590.947
1989, 0, 515.545
1990, 敬二舅, 597.656
1991, 敬二舅, 608.062
1992, 敬二舅, 596.032
1993, 人可以平凡，但不能自甘平庸, 643.524
1994, 敬二舅, 646.386
1995, 敬二舅, 660.326
1996, 敬二舅, 602.041
1997, 敬二舅, 684.222
1998, 敬二jiue, 650.103
1999, 敬二舅, 597.47
2000, 敬二舅, 610.749
2001, 敬二舅, 589.539
2002, 敬二舅, 600.056
2003, 敬二舅, 629.18
2004, 敬二舅, 611.572
2005, 敬二舅, 609.775
2006, 敬二舅, 629.963
2007, 敬二舅, 680.668
2008, 敬二舅！, 678.912
2009, 敬二舅, 597.858
2010, 敬二舅, 646.577
2011, 敬二舅, 673.41
2012, 敬二舅, 594.934
2013, 敬二舅, 682.259
2014, 敬二舅, 584.491
2015, 敬二舅, 588.564
2016, 敬二舅, 685.519
2017, 敬二舅, 590.986
2018, 敬二舅, 596.719
2019, 敬二舅, 616.368
2020, 敬二舅, 658.039
2021, 敬二舅, 625.397
2022, 敬二舅, 682.168
2023, 敬二舅, 644.057
2024, 敬二舅, 616.893
2025, 敬二舅, 644.016
2026, 说毕十三的那个，如果你能看见我的弹幕，希望能能联系到你, 513.939
2027, 敬二舅, 655.996
2028, 敬二舅一杯酒。, 629.532
2029, 敬二舅, 610.751
2030, 敬二舅, 619.089
2031, 敬二舅, 594.68
2032, 敬二舅, 676.884
2033, 某光头表示很赞, 644.409
2034, 敬二舅, 643.009
2035, 敬二舅, 685.727
2036, 妈呀，这块好想哭, 430.252
2037, 敬二舅, 680.155
2038, 敬二舅, 643.969
2039, 敬二舅, 603.607
2040, 敬二舅, 677.247
2041, 敬二舅, 644.97
2042, 村里只剩几百个老头老太太了，真的是现在的农村现状, 536.497
2043, 人民，工人，农民，, 557.354
2044, 敬二舅, 599.551
2045, 敬二舅, 668.927
2046, 敬二舅, 609.043
2047, 敬二舅, 673.807
2048, 敬二舅, 591.779
2049, 敬二舅, 603.343
2050, 敬二舅, 680.981
2051, 太牛了我趣, 483.135
2052, 敬二舅, 596.058
2053, 敬二舅, 682.023
2054, 《二舅总有办法》, 516.944
2055, 如果没有那次意外，他现在早已扬名立万了, 522.22
2056, 敬二舅, 585.827
2057, 敬二舅, 605.027
2058, 敬二舅, 586.402
2059, 敬二舅, 620.101
2060, 眼泪打转, 678.816
2061, 二舅啥都会, 452.868
2062, 敬二舅, 597.761
2063, 敬二舅, 593.301
2064, 敬二舅, 610.827
2065, 敬二舅, 595.595
2066, 敬二舅, 600.599
2067, 牛啊牛啊, 468.102
2068, 敬二舅, 683.869
2069, 敬二舅, 685.419
2070, 致敬二舅, 406.016
2071, 敬二舅, 673.279
2072, 敬二舅, 670.192
2073, 敬二舅, 683.833
2074, 敬二舅, 594.011
2075, 敬二舅, 624.866
2076, 宁可自己鲜血流，祖国寸土不可丢, 661.086
2077, 敬二舅, 363.899
2078, 敬二舅, 589.575
2079, 敬二舅, 655.854
2080, respect, 627.019
2081, 命运开了个玩笑而已, 501.444
2082, 敬二舅, 682.739
2083, 敬二舅，人性的光！, 686.39
2084, 敬二舅, 586.541
2085, 敬二舅, 682.619
2086, 敬二舅, 628.008
2087, 敬二舅, 602.993
2088, 四刷 敬二舅, 595.967
2089, 敬二舅, 598.082
2090, 敬二舅, 677.991
2091, 敬二舅, 595.545
2092, 伟大的二舅, 685.542
2093, 敬二舅, 676.084
2094, 敬二舅, 676.848
2095, 敬二舅, 679.827
2096, 敬二舅, 679.683
2097, 哈哈哈哈哈哈哈哈哈哈又想哭又想笑, 457.092
2098, 敬二舅, 594.024
2099, 看到这实在忍不住说一句二舅牛批, 483.859
2100, 敬二舅, 677.139
2101, 敬二舅, 591.589
2102, 敬二舅, 683.894
2103, 六边形战士二舅, 470.392
2104, 敬二舅, 681.98
2105, 敬二舅, 589.921
2106, 敬二舅, 674.874
2107, 泪眼婆娑, 686.939
2108, 敬二舅, 685.786
2109, 二舅总有办法, 498.552
2110, 敬二舅, 592.609
2111, 敬二舅, 612.433
2112, 敬二舅, 596.517
2113, 小孩是小，不是瞎, 434.399
2114, 敬二舅, 647.097
2115, 哈哈哈哈哈, 519.774
2116, 敬二舅, 591.709
2117, 敬二舅, 593.059
2118, 敬二舅, 631.402
2119, 敬二舅, 598.55
2120, 敬二舅, 592.957
2121, 敬二舅, 588.691
2122, “上校”, 553.765
2123, 敬二舅, 589.362
2124, 敬二舅，平凡且伟大的人, 591.879
2125, 敬二舅, 586.273
2126, 敬二舅, 596.536
2127, 致二舅, 603.987
2128, 敬二舅, 612.773
2129, 敬二舅, 602.386
2130, 敬二舅, 594.765
2131, 敬二舅, 655.957
2132, 敬二舅, 681.203
2133, 敬二舅, 594.982
2134, 敬二舅, 594.142
2135, 敬二舅, 677.487
2136, 敬二舅, 614.64
2137, 敬二舅, 673.873
2138, 敬二舅, 639.155
2139, 敬二舅, 678.948
2140, 敬二舅, 591.119
2141, 敬二舅, 586.943
2142, 太遗憾了, 594.615
2143, 敬二舅, 595.792
2144, 二舅太牛了，敬佩, 483.778
2145, 敬二舅, 652.294
2146, 时也命也……, 595.786
2147, 敬二舅, 636.543
2148, 敬二舅, 619.877
2149, 敬二舅, 589.632
2150, 敬二舅, 614.5
2151, 敬二舅, 679.939
2152, 敬二就, 631.478
2153, 敬二舅, 676.273
2154, 致敬, 659.78
2155, 单身使人优秀, 485.817
2156, 敬二舅, 595.024
2157, 敬二舅, 595.618
2158, 不知道为什么，看到那个盒子就绷不住了, 439.801
2159, 敬二舅, 626.093
2160, 敬二舅！, 677.675
2161, 敬二舅, 682.499
2162, 敬二舅, 589.718
2163, 敬二舅, 598.643
2164, 敬二舅, 641.009
2165, 敬二舅, 594.838
2166, 敬二舅, 479.738
2167, 敬二舅, 673.518
2168, 二舅超酷的呜呜呜, 496.445
2169, 敬二舅, 620.161
2170, 敬二舅, 587.74
2171, 敬二舅, 587.851
2172, 敬二舅, 648.015
2173, 敬二舅, 594.678
2174, 敬二舅, 630.659
2175, 敬二舅, 638.552
2176, 敬二舅, 477.035
2177, 敬二舅, 666.876
2178, 敬二舅, 497.019
2179, 敬二舅, 678.618
2180, 敬二舅, 552.427
2181, 敬二舅, 592.534
2182, 敬二舅, 662.822
2183, 敬二舅, 591.019
2184, 敬二舅, 584.471
2185, 敬二舅, 605.931
2186, 敬二舅, 656.261
2187, 敬二舅, 589.799
2188, 敬二舅, 589.877
2189, 我真的在哭 怎么会这样啊, 571.132
2190, 敬二舅, 675.681
2191, 敬二舅, 657.625
2192, 敬二舅！, 642.744
2193, 敬二舅, 675.237
2194, 真的对于还在上学的我感触太大了, 659.163
2195, 敬二舅, 597.004
2196, 敬二舅, 652.807
2197, 生活何尝不是苦中作乐呢, 507.819
2198, 敬二舅, 591.06
2199, 敬二舅, 589.499
2200, 我只会刷视屏, 512.865
2201, 敬二舅, 685.656
2202, 那种勃勃生机、万物竞发的境界，犹在眼前, 642.205
2203, 敬二舅, 682.566
2204,  敬二舅, 597.377
2205, 敬二舅, 601.209
2206, 敬二舅, 686.06
2207, 第二快乐的人，是从不回头看的人, 612.594
2208, 敬二舅, 681.383
2209, 看了这么多，我真的感觉很遗憾。好好的人生，因为一个医生毁了。, 449.049
2210, 敬二舅, 678.313
2211, ！！！！！！！！！！！！！！！！, 472.288
2212, 敬二舅, 598.328
2213, 敬二舅, 599.166
2214, 二舅总有办法, 502.489
2215, 敬二舅, 634.434
2216, 他这种奇才啊 只不过是生不逢时, 590.894
2217, 敬二舅, 686.431
2218, 敬二舅, 597.749
2219, 敬二舅, 687.008
2220, 敬二舅, 661.031
2221, 敬二舅, 682.917
2222, 敬二舅, 684.649
2223, 敬二舅, 632.564
2224, 敬二舅, 589.645
2225, 敬二舅, 597.939
2226, 敬二舅, 625.132
2227, 敬二舅, 603.619
2228, 敬二舅, 673.559
2229, 敬二舅, 584.569
2230, 敬二舅, 670.167
2231, 敬二舅, 678.788
2232, 敬二舅, 624.877
2233, 敬二舅, 599.286
2234, 敬二舅, 603.486
2235, 敬二舅, 605.995
2236, 敬二舅, 606.134
2237, 尊敬, 675.282
2238, 敬二舅, 603.648
2239, 太好了, 686.072
2240, 敬二舅, 607.539
2241, 敬二舅, 596.899
2242, 从小就聪明的, 500.339
2243, 敬二舅, 681.64
2244, 敬二舅, 603.925
2245, 敬二舅, 591.367
2246, 敬二舅, 675.919
2247, 敬二舅, 589.464
2248, 敬二舅, 680.702
2249, 敬二舅, 656.587
2250, 敬二舅, 589.248
2251, 敬二舅, 594.219
2252, 敬二舅, 605.321
2253, 敬二舅, 621.354
2254, 敬二舅, 682.176
2255, 无所不能的二舅, 482.101
2256, 敬二舅, 617.672
2257, 敬二舅, 590.061
2258, 敬二舅, 587.683
2259, 满分作文！, 682.367
2260, 敬二舅, 677.68
2261, 敬二舅, 588.959
2262, 敬二舅, 674.339
2263, 命运有时候就是这样，偏偏不往本来应该发生的那头走, 583.537
2264, 敬二舅, 663.599
2265, 致敬二舅, 614.403
2266, 年度最佳纪录片《我的二舅》, 622.668
2267, 敬二舅, 676.454
2268, 敬二舅, 607.773
2269, 敬二舅, 594.954
2270, 敬二舅, 594.146
2271, 敬二舅, 620.997
2272, 敬二舅, 635.105
2273, 敬二舅, 662.727
2274, 敬二舅, 599.244
2275, 敬二舅, 672.124
2276, 敬二舅, 681.899
2277, 敬二舅, 657.579
2278, 敬二舅, 597.607
2279, 敬二舅, 585.937
2280, 敬二舅, 627.36
2281, 敬二舅, 683.949
2282, 敬二舅, 589.489
2283, 敬二舅, 588.363
2284, 敬二舅, 664.259
2285, 从不回头看, 610.036
2286, 敬二舅, 686.946
2287, 敬二舅, 597.047
2288, 敬二舅, 585.047
2289, 敬二舅！, 599.998
2290, 敬二舅！, 606.254
2291, 敬二舅, 652.395
2292, 敬二舅, 605.455
2293, 敬二舅, 594.908
2294, 曾经的理想变成了现在的苟且, 673.619
2295, 敬二舅, 591.009
2296, 敬二舅, 626.288
2297, 敬二舅, 594.07
2298, 敬二舅, 680.435
2299, 敬二舅, 597.599
2300, 平凡人中的不平凡, 677.155
2301, 敬二舅, 597.413
2302, 哇, 473.835
2303, 敬二舅, 663.273
2304, 敬二舅, 681.097
2305, 敬二舅, 683.048
2306, 敬二舅, 620.413
2307, 敬二舅, 674.281
2308, 敬二舅, 686.763
2309, 年度最佳纪录片《我的二舅》, 671.872
2310, 敬二舅, 635.528
2311, 敬二舅, 680.82
2312, 如果当时二舅没有放弃学业的话现在生活应该会更好点吧，二舅真是太厉害了, 485.589
2313, 明年6789, 404.18
2314, 敬二舅, 589.659
2315, 敬二舅, 599.526
2316, 天啊真的《总有办法》, 481.9
2317, 天才永远是天才, 496.625
2318, 敬二舅, 606.579
2319, 敬二舅, 592.259
2320, 敬二舅, 679.53
2321, 他好厉害啊, 505.957
2322, 敬二舅, 605.499
2323, 敬二舅, 631.942
2324, 敬二舅, 619.591
2325, 敬二舅, 673.808
2326, 敬二舅, 598.16
2327, 敬二舅！, 586.074
2328, 他很正!, 552.179
2329, 敬二舅, 683.879
2330, 敬二舅, 362.666
2331, 敬二舅, 613.305
2332, 敬二舅, 591.076
2333, 哇，跟我奶奶同款的收音机, 460.757
2334, 君子自强不息, 646.589
2335, 敬二舅，高手在民间, 629.235
2336, 敬二舅, 589.541
2337, 敬二舅！, 635.872
2338, 敬二舅, 678.839
2339, 敬二舅, 684.726
2340, 敬二舅, 606.179
2341, 敬二舅, 620.502
2342, 敬二舅, 684.302
2343, 敬二舅, 594.674
2344, 敬二舅, 525.119
2345, 这句说话的真好, 608.961
2346, 敬二舅, 627.858
2347, 敬二舅, 589.699
2348, 敬二舅, 680.134
2349, 致二舅, 636.278
2350, 敬二舅, 627.74
2351, 敬二舅, 601.11
2352, 敬二舅, 593.454
2353, 敬二舅, 681.234
2354, 敬二舅, 595.699
2355, 天才啊, 443.742
2356, 敬二舅一杯, 624.731
2357, 敬二舅, 658.101
2358, 敬二舅, 659.059
2359, 一个平凡人，不平凡的一生。, 676.901
2360, 敬二舅, 590.778
2361, 敬二舅, 675.698
2362, 敬二舅, 596.701
2363, 敬二舅, 609.694
2364, 敬二舅, 594.292
2365, 敬二舅, 667.525
2366, 敬二舅, 680.399
2367, 敬二舅, 672.911
2368, 敬二舅, 678.452
2369, 敬二舅, 637.019
2370, 敬二舅, 628.051
2371, 敬二舅, 590.099
2372, 敬二舅, 662.339
2373, 敬二舅, 673.819
2374, 敬二舅, 628.444
2375, 敬二舅, 605.096
2376, 敬二舅, 590.288
2377, 敬二舅, 615.179
2378, 敬二舅, 593.557
2379, 敬二舅, 372.08
2380, 敬二舅, 684.102
2381, 敬二舅, 684.985
2382, 敬二舅, 613.364
2383, 敬二舅, 680.824
2384, 敬二舅, 684.642
2385, 敬二舅, 669.259
2386, 敬二舅, 685.656
2387, 敬二舅, 603.61
2388, 敬二舅, 633.801
2389, 敬二舅, 602.135
